Year,Month,Day,Temperature,Relative_Humidity,Mean_Sea_Level_Pressure,Total_Precipitation,Total_Cloud_Cover,High_Cloud_Cover,Medium_Cloud_Cover ,Low_Cloud_Cover,Sunshine_Duration ,Shortwave_Radiation,Wind_Speed_10,Wind _Direction_10,Wind_Speed_80,Wind_Direction_80,Wind_Speed_900,Wind_Direction_900,Wind_Gust
2006,9,25,63.71,92.04,1010.7,25.3,100,93.38,100,99.62,0,1958.89,4.24,278.96,5.34,273.72,12.3,262.41,6.44
2006,9,26,60.71,92.33,1016.36,14.8,99.67,34.46,83.12,99.54,1.28,1638.49,4.02,289.64,4.97,301.63,10.35,313.56,6.5
2006,9,27,61.26,89.17,1016.77,0.1,69.65,10.88,10.42,60.83,203.27,2443.05,2.82,173.53,3.7,160.51,6.22,96.09,5.06
2006,9,28,62.66,82.54,1012.48,0,87.79,77.08,68.83,46.12,81.7,4043.27,1.55,94.45,2.24,149.08,2.37,91.28,3.12
2006,9,29,66.61,76.12,1011.83,0,43.26,22.58,38.54,4.58,531.9,4454.45,2.26,185.76,2.9,193.93,4.84,246.9,4.82
2006,9,30,65.19,80.17,1013.38,6.8,92.96,66,92.67,71.67,96.38,2289.97,2.82,193.4,5.16,201.67,11.77,242.85,8.8
2006,10,1,65.04,91.08,1014.51,19.2,95.58,89.29,82.29,81.71,7.02,1774.66,3.32,179.49,5.8,182.9,16.34,231.25,11.18
2006,10,2,65.1,85,1012.75,1.2,78.54,58.54,54.83,66.5,79.79,2487.55,4.74,218.07,8.99,226.34,24.94,251.59,15.99
2006,10,3,62.53,94.08,1004.42,28.4,100,66.38,87.88,100,0,835.71,5.79,198.28,8.15,207.69,22.62,245.6,18.78
2006,10,4,54.73,83.67,1013.46,0.1,97.29,26.79,28.54,81.92,1.28,2072.81,5.48,258.34,7.44,259.36,16.15,272.66,9.16
2006,10,5,55.09,78.83,1020.4,0.2,73.33,2.38,0.75,73.21,158.94,2739.42,4.83,255.51,6.59,259.5,13.86,266.2,8.35
2006,10,6,55.01,78.71,1019.05,0,51.92,22.29,44,23.96,371.49,3382.89,5.16,212.12,7.83,216.72,21.34,250.56,12.45
2006,10,7,56.93,83.12,1017.56,6.2,90.33,21.62,29.38,87.58,136.6,2468.86,8.05,251.76,10.93,254.4,23.79,267.1,14.41
2006,10,8,54.94,80.33,1022.16,0,29.54,6.67,0,27.92,411.81,3792.29,2.4,101.39,2.47,110.8,5.56,126.69,5.12
2006,10,9,58.26,74.54,1021.08,0,33.55,32.75,21.58,10.62,489.35,4069.08,2.47,167.39,3.54,167.56,9.32,262.73,5.48
2006,10,10,63.08,74.71,1019.2,0,36.42,35.42,36.38,0,303.64,3681.93,1.95,74.41,1.73,56.45,3.15,95.31,3.3
2006,10,11,62.85,76.62,1014.18,0,76.71,51.54,48.62,39.88,68.94,3371.32,1.63,188.21,2.23,201.33,3.04,215.61,3.03
2006,10,12,62.42,77.88,1019.56,0,49.5,5.04,29.96,27.54,334.59,2736.75,3.46,269.36,5.33,269.18,11.53,246.17,6.92
2006,10,13,59.98,90,1025.51,0,54.54,0,0,54.54,274.58,2171.6,3.43,44.39,5.18,34.7,12.43,69.74,8.34
2006,10,14,58.24,90.79,1023.75,1,80.17,0.54,12.38,72.79,0,1953.55,3.62,50.79,5.35,58.88,17.02,81.73,7.99
2006,10,15,56.11,87.21,1023.28,0,56.17,0,0.04,56.17,275.97,3073.17,2.84,74.18,2.98,79.41,6.68,86.99,4.93
2006,10,16,55.21,84.38,1021.6,0,51,0,0,51,283.02,3179.97,2.97,86.96,2.62,91.11,5.21,78.75,5.21
2006,10,17,55.25,76.33,1017.43,0,30.24,0.5,0.21,29.96,479.66,3609.84,2.27,143.94,2.89,152.74,6.45,226.51,4.28
2006,10,18,60.07,68.04,1010.9,0,60.3,47.29,60.12,14.96,418.97,3356.19,2.16,132.64,2.99,134.68,3.18,161.45,5.03
2006,10,19,58.92,76.58,1004.2,0.2,100,76.17,98,95.75,0,1107.16,2.29,165.53,4.26,156.36,5.78,147.24,4.62
2006,10,20,59.75,80.33,1003.33,3.9,88.42,56.83,73.46,67.71,115.75,2232.12,2.98,188.18,4.06,190.1,6.97,218.56,7.83
2006,10,21,58.56,85.5,1006.13,9.3,83.37,60.33,71.38,64.96,64.17,1783.56,3.66,186.95,6.03,196.19,13.44,235.88,9.49
2006,10,22,61,77.62,1008.25,0.4,62.7,48.17,40,43.46,299.32,3058.04,2.9,148.22,5.37,165.22,11.23,206.54,8.16
2006,10,23,57.99,86.25,1003.54,3.6,100,82.46,100,96.88,0,843.72,2.74,137.73,5.19,142.61,7.95,183.04,6.87
2006,10,24,58.78,80.25,1006.09,3.7,51.11,32.21,29.25,49.62,351.95,2286.41,11.73,222.86,18.45,225.56,33.74,245.28,24.5
2006,10,25,57.92,73.42,1011.19,0,59.25,42.96,45.75,28.79,251.53,3044.69,3.26,111.96,4,125.58,10.07,165.41,6.45
2006,10,26,61.6,72.92,1012.68,0,3.08,10.25,0,0,621.54,3143.48,3,137.28,4.86,137.6,6.79,186.35,6.23
2006,10,27,61.99,83.25,1023.02,0.2,23.98,0.12,17.54,10.04,286.85,2152.02,4.1,218.74,6.56,240.06,20.71,265.3,9.51
2006,10,28,62.74,84.46,1026.71,0,95.96,75.58,69.29,78.25,22.98,2093.28,3.84,238.81,5.4,240.96,15.28,277.27,7.02
2006,10,29,60.82,89.54,1021.84,0.8,100,59.29,89.25,96.29,0,606.09,4.51,249.84,6.85,257.33,22.35,280.37,8.88
2006,10,30,56.79,87.04,1020.8,0,55.29,3.67,1.58,55.25,301.83,2254.37,2.71,85.61,2.71,77.02,4.95,103.45,5.34
2006,10,31,55.7,79.17,1013.07,0,52.75,98.04,35.29,3.58,197.52,2585.45,6.73,206.43,10.52,211.36,23.83,236.7,14.47
2006,11,1,49,76.5,1019.48,0.3,61.21,9,1.04,60.79,219.66,1908.16,11.09,290.82,14.23,296.72,24.14,297.73,16.39
2006,11,2,39.45,69.62,1029.92,0,40.42,0,0,40.42,367.28,2799.94,2.47,255.92,3.55,217.09,8.47,199,5.9
2006,11,3,40.21,69.08,1030.54,0,54.5,0,0,54.5,332.55,1639.38,2.82,198.41,3.89,201.76,6.45,230.9,4.9
2006,11,4,40.27,77.25,1033.56,0,55.95,14.71,8.54,47,255.87,2798.16,1.71,231.76,2.25,203.23,4.53,146.76,2.64
2006,11,5,43.94,77.29,1032.08,0,50.94,32.67,42.75,46.92,127.93,2054.12,3.13,256.22,3.46,263.92,8.97,295.98,3.24
2006,11,6,45.74,80.67,1030.23,0,15.55,37.75,5.96,7.29,448.11,2779.47,1.47,200.89,1.87,162.5,4.3,237.48,2.33
2006,11,7,47.23,77.25,1025.28,0,41.9,23.92,14.33,26.12,408.7,2712.72,2.01,146.21,3.47,154.51,7.18,195.35,4.8
2006,11,8,49.63,77.46,1025.7,0,36.38,18.71,13.08,22.21,286.65,2251.7,5.46,208.6,9.87,234.49,30.46,260.55,14.46
2006,11,9,52.05,91.46,1029.03,2.8,94.71,31.88,20.29,94.71,0,396.94,6.23,269.83,9.17,271.55,26.53,289.03,12
2006,11,10,45.96,85.79,1033.87,0,62.25,8.71,3.21,58.33,234.1,1947.32,3.25,107.65,2.91,111.37,5.93,151.73,5.37
2006,11,11,43.49,88.42,1025.59,3.5,79.17,63.25,62.79,51.42,15.71,942.51,6.65,217.92,10.92,228.17,36.28,255.66,15.72
2006,11,12,49.11,88.17,1020.62,2.6,97,77.5,78.5,89.29,34.47,858.85,15.56,266.36,21.65,266.19,38.7,272.59,22.89
2006,11,13,46.73,88.62,1019.52,3.5,97.29,0.08,58.17,97.29,0,649.7,9.94,243.84,13.49,244.4,35.91,258.41,17.76
2006,11,14,52.53,92.46,1017.7,0.9,100,15.29,22.71,100,0,668.39,5.78,232.39,7.99,230.65,33.59,259.68,14.04
2006,11,15,56.65,86.12,1016.29,0,55.58,1.5,0,55.12,277.94,2215.21,2.78,140.51,4.26,141.25,11.5,222.19,7.53
2006,11,16,49.08,80.79,1011.33,0,20.47,8.25,8.42,12.17,511.26,2350.49,3.64,126.15,5.67,124.24,7.15,177.41,7.94
2006,11,17,51.66,90.17,1012.23,5.4,100,65.46,100,100,0,512.64,1.71,129.13,3.07,136.76,5.8,209.24,4.44
2006,11,18,54.29,83,1017.15,3.2,74.21,25.12,60.62,68,198.51,1966.9,3.85,227.53,5.29,231.88,14.34,252.35,9.67
2006,11,19,49.56,88.46,1020.85,5.7,82.33,61.54,65.54,65.42,0,1348.35,4.15,173.48,5.55,174.93,16.33,212.02,10.36
2006,11,20,48.53,83.25,1018.56,0.1,98.67,39.62,49.33,75,11.49,1571.74,4.12,228.8,5.34,229.21,16.43,252.3,11.18
2006,11,21,47.59,88.62,1004.94,11.4,99.17,65,90.83,99.17,0,617.66,6.75,210.2,8.53,204.28,25.77,243.95,17.44
2006,11,22,43.98,84.75,1004.73,0.7,80.67,9.71,18.54,69.08,108.25,904.24,6.16,232.62,8.24,237.33,17.74,254.48,10.75
2006,11,23,49,87.67,1001.35,0.8,88.42,61.17,58.75,88.42,22.34,1178.36,5.36,185.94,8.09,186.69,23.57,231.68,16.85
2006,11,24,54.09,81.62,1004.49,0.5,99.96,61.83,86.71,87.96,0,1445.36,4.14,135.66,7.38,142.96,15.15,182.55,10.96
2006,11,25,54.19,76.42,1009.05,0,79.93,92.54,59.25,40.71,207.28,2007.84,3.59,132.24,5.99,137.69,8.51,202.4,12.09
2006,11,26,53.72,80.42,1019.58,0,37.72,61.88,34,1.71,335.41,2015.85,2.18,131.14,3.56,141.94,6.43,188.55,3.83
2006,11,27,49.31,82.75,1023.12,0,3.75,9.62,0,1.62,510.4,2048.78,2.4,135.07,3.84,144.1,5.95,211.74,4.71
2006,11,28,48.3,79.79,1022.22,0,2.6,3.25,0,2,532.66,1946.43,2.54,162.51,4.03,152.57,10.37,201.66,5.45
2006,11,29,50.62,91,1029.05,1.3,100,42.83,68.42,100,0,732.47,3.34,259.75,6.93,245.65,13.94,239.28,7.76
2006,11,30,47.36,93.54,1032.22,0.1,100,0.54,7.04,100,0,780.53,3.71,66.17,3.96,74.64,18.73,130.67,9.11
2006,12,1,46.35,84.33,1029.23,0,47.58,0,0,47.58,375.95,1869.89,2.32,154.73,3.56,152.69,9,246.95,4.8
2006,12,2,46.63,75.08,1022.43,0,61.21,66.29,60.96,34.46,43.68,1586.87,2.92,149.96,5.85,167.24,17.51,244.63,10.49
2006,12,3,53.27,78.75,1014.28,2.6,83.23,28.46,46.29,76,203.1,1221.08,6.95,185.82,11.51,187.29,27.25,239.69,18.34
2006,12,4,52.28,85.21,1011.55,8.2,100,23.62,68.83,100,0,788.54,13.14,236.95,18.74,238.42,38.35,248.13,26.78
2006,12,5,56.46,84.88,1010.07,3.7,81.54,28,42.33,81.54,147.45,1681.21,8,217.87,12.62,220.82,34.77,243.76,21.51
2006,12,6,49.29,92,1008.95,18.7,100,41.12,90.38,100,0,328.41,4.91,211.81,7.66,208.22,22.05,255.86,14.59
2006,12,7,46.69,83.96,1011.29,0.3,94.17,36.04,47.75,79.17,77.87,1567.29,4.75,203.46,6.64,201.02,18.24,232.98,15.2
2006,12,8,47.68,93.71,1000.93,20.2,90.38,38.33,76.88,90.38,77.47,339.98,4.97,190.57,8.56,186.48,21.32,216.37,14.3
2006,12,9,45.44,89,1010.48,4.3,100,6.5,98.42,95.75,0,593.63,5.04,263.07,5.71,262.01,13.16,273.31,8.63
2006,12,10,41.9,86.12,1028.39,0,67.75,0.08,7.25,67.75,210.19,780.53,2.95,271.12,2.98,276.16,8.23,275.42,3.6
2006,12,11,40.4,82.75,1029.36,0,90.83,6.38,41.75,90.83,0,1406.2,3.74,215.97,5.23,206.3,17.43,246.2,8.65
2006,12,12,45.01,75.33,1025.49,0.5,100,27.58,38.54,100,0,1138.31,4.72,256.54,6.32,257.06,21.33,256.59,10.18
2006,12,13,42.54,88.25,1031.52,0,61.08,1.58,0,61.08,214.53,1658.96,2.85,219.5,3.16,214.41,7.92,245.78,4.23
2006,12,14,39.49,90.42,1031.95,0,57.46,2.5,9.04,48.42,295.76,1755.97,1.63,154.1,3.06,147.13,1.77,177.36,3.25
2006,12,15,39.81,89.04,1029.83,0,11.71,0,0,11.71,511.71,1734.61,2.78,162.65,5.22,179.43,11.21,243.03,6.54
2006,12,16,42.36,87.62,1025.79,0,44.18,39.5,17.79,43.46,333.57,1616.24,4.47,179.86,8.7,209.19,29.42,255.38,13.69
2006,12,17,45.48,96.67,1026.24,0,100,39.88,30.54,100,0,357.78,3.26,290.1,5.1,300.14,13.12,293.16,7.2
2006,12,18,38.51,91.12,1027,1.9,100,16.79,16.67,100,0,516.2,4.26,145.12,5.09,133.46,11.43,83.07,8.33
2006,12,19,35.34,86.71,1029.36,0,67.08,0,0,67.08,353.38,1515.67,14.54,62.35,16.86,66.55,36.32,74.25,25.12
2006,12,20,32.07,89.21,1034.43,0,43.62,0.04,0.33,43.29,264.76,1617.13,7.42,57.38,6.51,62.15,25.75,74.36,16.55
2006,12,21,34.94,92.67,1035.7,0,79.42,0,0,79.42,83.53,1206.84,6.92,55.09,5.9,59.33,32.47,79.26,16.96
2006,12,22,34.87,90.38,1037.82,0,59.33,0,0,59.33,217.16,1330.55,5.51,58.81,5.28,62.25,31.1,81.55,13.72
2006,12,23,34,89.46,1037.66,0,57.25,0,0,57.25,163.44,1526.35,3,73.12,3.23,93.36,21.86,92.32,5.02
2006,12,24,35.48,89.58,1035.32,0,66.71,0,0,66.71,104.01,1443.58,2.06,76.25,2.76,94.21,9.67,80.39,3.77
2006,12,25,36.51,92.29,1032.63,0,79.88,0,0,79.88,139.49,1418.66,3.04,63,3.16,73.59,30.52,85.67,7.04
2006,12,26,35.65,88.62,1033.73,0,58.42,0,0,58.42,225.3,1520.12,2.38,97.6,2.5,117.76,4.62,120.88,3.82
2006,12,27,36.35,86.71,1033.01,0,40.17,0.17,0,40.17,395.81,1731.94,2.18,173.98,3.86,176.82,12.54,260.96,5.01
2006,12,28,37.39,85.17,1030.1,0,28.83,7.21,7.25,22.08,436.42,1791.57,2.91,203.57,4.91,212.43,22.53,266.49,6.27
2006,12,29,37.81,87.17,1029.09,0,6.88,17.67,1.83,1.5,483.3,1818.27,2.39,140.69,4.05,152.54,8.85,253.9,4.73
2006,12,30,38.51,89.5,1028.02,0,67.88,55.79,30.08,44.46,176.52,1761.31,4.66,165.55,7.66,173.27,27.54,243.1,13.51
2006,12,31,46.3,92.79,1030.21,0.3,97.04,78,54,83.29,41.49,1145.43,7.64,223.7,13.67,231.61,38.04,248.81,18.88
2007,1,1,48.53,92.38,1022.15,10.5,92.21,50.04,67.21,89.88,25.58,658.6,15.15,242.39,22.24,244.49,46.51,253.52,28.54
2007,1,2,40.77,91.25,1023.48,17.2,99.42,20.08,63.33,99.42,5.11,661.27,15.06,251.87,18.62,254.98,38.15,268.9,24.48
2007,1,3,41.81,92.25,1031.12,1.8,100,9.54,45.88,100,0,1010.15,7.32,246.66,8.35,245.7,25.32,271.36,12.08
2007,1,4,43.72,92.25,1019.43,5.8,100,41.62,57.92,77.62,0,448.56,9.13,232.77,12.51,233.1,41.14,257.34,19.08
2007,1,5,44.63,91.54,1024.23,0.5,100,30.17,66,100,0,568.71,10.44,249.44,13.68,250.87,35.33,263.48,17.1
2007,1,6,45.31,88.58,1024.23,0,99.92,47.5,50.04,98.04,0,717.34,5.59,209.86,7.88,204.3,34.11,256.07,14.17
2007,1,7,47.04,92.75,1021.17,2.1,97.33,17.79,46.25,88.04,0,715.56,6.3,227.94,8.59,226.34,30.7,255.59,15.49
2007,1,8,46.57,89.33,1015.14,1.3,97.83,50.88,80.21,89.25,0,1035.96,8.36,217,12.43,219.27,33.88,245.45,21.05
2007,1,9,49.73,91.62,1018.95,3.1,92.38,38.67,48.75,92.38,0,600.75,7.23,222.78,10.28,218.56,36.57,250.36,16.99
2007,1,10,50,87.58,1021.04,0,74.96,15.67,27.29,54.33,280.27,1790.68,5.29,195.5,9.25,194.57,26.28,249.68,13.88
2007,1,11,50.57,80.29,1023.98,0.4,97.88,30.42,31.62,87.12,4.93,905.13,15.59,245.35,23.03,248.71,46.04,254.71,27.79
2007,1,12,48.53,87.08,1027.73,3.4,100,28.96,55,100,0,628.34,14.28,250.6,19.59,253.35,45.25,260.82,23.49
2007,1,13,49.84,91.38,1027.35,0,100,0.83,3.88,100,0,819.69,5,234.72,6.44,226.51,27.79,261.44,12.51
2007,1,14,48.5,94.42,1029.66,0.2,100,23.92,39.75,100,0,587.4,4.39,217.15,5.96,203.67,22.18,265.46,9.62
2007,1,15,43.81,88.58,1028.65,0,71.5,21.54,4.71,64.17,160.43,1638.49,1.7,121.46,2.27,127.55,7.52,196.36,4.37
2007,1,16,46.17,81.83,1023.44,0,100,97.46,100,5.29,0,1787.12,2.86,187.26,5.39,211.33,18.91,255.67,8.32
2007,1,17,49.76,84.25,1021.71,0.3,83.25,3.88,43.54,79.88,0,1616.24,7.58,221.45,11.9,224.22,29.21,248.58,17.31
2007,1,18,50.23,86.46,1015.23,4.2,97.33,93.21,79.75,93.92,0,648.81,17.05,232.02,23.03,233.76,47.21,241.99,34.2
2007,1,19,53.93,92.88,1019.66,2.9,100,22.46,37.5,100,0,428.98,21.29,255.77,29.83,257.29,57.74,263.06,35.83
2007,1,20,52.44,89.71,1021.5,0,75.08,23.92,22.58,66.54,161.68,1121.4,12,244.03,17.2,245.01,42.14,254.26,22.56
2007,1,21,47.24,82.67,1018.37,1.2,74.88,64.75,70.75,44.38,329.35,2133.33,13.33,254.66,20.75,257.77,37.98,261.57,22.25
2007,1,22,42.49,82.12,1014.61,2,100,99.88,100,88.25,0,973.66,4.21,139.82,6.46,150.69,14.77,176.75,8.99
2007,1,23,36.55,89.21,1004.8,13.1,100,42.04,76.75,100,0,902.46,15.76,50.91,16.42,48.75,30.84,58.98,19.71
2007,1,24,29.19,90.58,1006.75,7.3,98.79,59.25,85.29,98.79,10.21,1383.06,6.85,250.55,8.06,272.67,11.16,242.79,11.14
2007,1,25,29.01,90.54,1016.78,0.6,95.92,5.88,23,95.92,0,1630.48,10.84,48.29,13.06,47.64,22.8,64.36,19.46
2007,1,26,27.57,84.67,1025.16,0,68.08,0.83,5.83,67.58,318.51,1966.9,4.01,167.04,4.59,176.61,8.87,188.67,5.85
2007,1,27,31.32,89.38,1030.76,1.3,100,0.83,7.62,100,0,1901.93,7.53,242.34,6.14,226.47,20.82,288.17,10.68
2007,1,28,36.48,88.25,1032.77,0,89.96,0.21,0,89.96,142.34,2298.87,8.03,241.57,7.18,232.7,23.65,278.67,12.14
2007,1,29,36.02,91.88,1027.5,0.2,100,4.29,0.67,100,0,930.94,4.35,208.58,3.76,170.75,14.9,196.61,6.57
2007,1,30,37.83,91.38,1025.33,0,100,0,0,100,0,1620.69,2.26,77.54,1.93,93.3,5.31,55.51,5.33
2007,1,31,38.13,86.46,1024.22,0,57.71,0,0,57.71,303.88,2419.02,2.53,202.28,2.69,200.09,5.5,236.95,3.83
2007,2,1,40.97,89.67,1027.64,1.6,89.79,2.12,31.62,89.79,52.98,1764.87,3.23,193.77,2.86,185.82,7.21,201.77,4.54
2007,2,2,42.62,85.29,1030.8,0,54.29,0,0,54.29,331.87,2386.09,1.24,84.16,1.24,105.56,7.05,47.98,3.72
2007,2,3,40.52,92.21,1032.22,0.1,60.08,1.12,0,60.08,190.62,1677.65,7.02,56.87,6.96,52.61,16,65.55,14.22
2007,2,4,38.95,83.04,1029.29,0,50.65,0.92,0,50.42,386.91,2753.66,6.08,83.68,5.69,89.8,28.84,100.34,16.02
2007,2,5,41.99,80.58,1018.79,0,59.07,64.21,51.5,14.17,48.13,2502.68,6.64,221.37,10.33,229.97,26.82,263.2,14.99
2007,2,6,42.68,89.17,1006.58,9.7,100,69.08,86.83,100,0,1254.01,4.14,257.9,5.43,257.31,12.37,268.69,10.61
2007,2,7,42.61,89.92,1001.94,2.6,100,54.21,72.08,100,0,1279.82,4.07,222.57,5.28,218.47,13.2,249.22,11.8
2007,2,8,43.51,88.29,1001.1,1.1,86.71,47.42,60.96,80.33,46.79,1043.08,7.35,214.5,10.59,215.4,22.92,242.51,20
2007,2,9,46.59,79.42,1004.03,1,76.22,7.54,33.42,54,221.58,2475.98,2.7,190.15,4.54,199.92,12.22,244.74,7.57
2007,2,10,41.71,89.38,1007.63,2.9,87.71,60.5,61.25,86.54,0,999.47,6.48,202.59,9.64,211.52,21.61,242.88,16.67
2007,2,11,44.96,86.88,1008.24,2.4,89.46,46.5,62.04,83,77.86,1008.37,11.98,214.61,16.74,218.54,34.6,241.12,22.38
2007,2,12,48,86.12,1002.46,11.1,94.71,79.12,83.08,87.42,16.1,1262.91,13.18,219.98,18.69,223.56,33.1,237.77,26.35
2007,2,13,43.17,88.62,1011.83,3.8,72.03,0.67,11.62,72,115.29,1123.18,19.6,250.94,26.14,256.12,41.68,261.61,25.17
2007,2,14,40.08,88.62,1010.51,4.3,97.04,61.96,90.92,97.04,0,910.47,4.82,153.07,6.66,152.82,18.81,210.29,12.38
2007,2,15,44.44,89.96,1019.74,0.8,70.83,28.21,30.92,70.83,113.51,1917.06,5.26,218.49,7.58,224.93,15.31,231.19,8.45
2007,2,16,41.56,78.54,1022.33,0,24.27,1.46,0,23.83,529.97,3379.33,4.96,97.43,5.18,102.39,13.92,110.63,7.78
2007,2,17,44.44,78.42,1016.93,0,19.53,50.33,4.21,5.29,493.85,3414.93,3.37,101.32,4.24,104.91,6.22,157.03,5.83
2007,2,18,46.55,76.88,1015.62,0,17.02,17.54,0,12.08,543.89,3359.75,2.12,203.11,3.01,208.02,6.84,223.13,2.86
2007,2,19,46.65,81.62,1013.9,0,44.45,0.25,0,44.38,299.36,2932.55,1.8,210.88,2.33,206.19,5.44,264.16,3.69
2007,2,20,45.72,79.38,1011.82,0,32.55,1.25,0,32.5,465.59,3457.65,1.54,120.87,1.98,126.59,1.71,133.17,3.17
2007,2,21,46.07,75.54,1013.5,0,2.26,2.38,0,1.88,636.26,3531.52,4.19,195.28,6.05,206.12,10.09,247.54,8.25
2007,2,22,48.41,76.46,1012.66,0,36.41,15.21,3.08,34.12,331.8,3417.6,2.33,170.02,3.4,185.83,7.39,241.53,5.71
2007,2,23,48.24,75.54,1011.09,1.3,79.53,50.79,36.17,66.88,0,1796.91,3.41,183.98,5.71,197.16,11.9,245.3,8.96
2007,2,24,47.83,82.42,1007.79,3.9,90.08,19.46,59.04,90.08,94.71,1286.05,8.96,198,13.41,211.81,26.7,234.2,20.73
2007,2,25,47.11,82.25,1003.8,8.9,85.25,56.58,75.79,78.46,60.37,1229.09,11.77,226.78,17,228.56,31.32,237.99,24.37
2007,2,26,44.96,89.62,1010.88,10.4,99.29,18.5,48.33,99.29,7.02,1307.41,12.68,260.79,16.77,262.64,33.03,271.85,19.49
2007,2,27,44.57,82.46,1017.33,1.3,94.83,42.21,71.46,88.92,19.79,1532.58,10.46,247.64,13.02,247.82,27.12,256.99,17.93
2007,2,28,49.49,83.58,1008.55,2.7,97.08,50.04,81.21,88.75,40.85,1585.98,14.98,243.24,19.99,240.88,43.31,252.07,27.56
2007,3,1,48.05,87.33,1003.07,20.3,100,77.92,96.5,100,0,1361.7,18.88,235.54,25.39,236.06,42.96,243.37,34.44
2007,3,2,46.85,88.04,1007.05,12.8,82.71,11.67,59.54,62.38,217.39,2367.4,9.66,248.53,11.98,257.4,24.14,266.05,16.95
2007,3,3,46.75,92.79,1010.7,11.9,77,52.46,46.67,77,93.07,1416.88,14.22,222.23,20.14,226.38,36.99,249.89,27.03
2007,3,4,47.8,76.92,1019,0,55.96,11.21,10.58,44.71,450.06,4125.15,4.1,139.14,5.94,150.79,11.24,185.59,8.84
2007,3,5,45.53,81.04,1019.64,1.7,52.17,8.54,29.58,47.21,54.26,2100.4,7.3,199.82,11,212.78,23.17,244.52,13.62
2007,3,6,48.33,72.17,1016.55,0,76.88,56.04,74.88,19.25,0,3290.33,3.95,169.37,6.12,179.9,10.37,215.64,11.79
2007,3,7,49.95,82.08,1007.37,5.7,100,50.17,85.92,100,0,2048.78,4.53,189.05,6.32,180.37,14.84,213.54,13.98
2007,3,8,48.58,73.88,1016.43,0,58.38,4.25,24.71,58.38,290.79,3149.71,3.94,236.67,6.44,124.75,8.72,148.18,8.19
2007,3,9,47.51,75.38,1027.76,0.2,76.38,52,64.75,54.71,31.28,2873.81,4.98,244.9,6.72,245.04,11.15,276.64,7.26
2007,3,10,45.04,70.75,1033.77,5.8,33.83,0,26.88,32.58,658.86,4379.69,6.08,198.4,8.39,195.34,12.98,192.35,13.08
2007,3,11,42.97,77.21,1034.06,0,4.54,0,0,4.54,699.9,4595.96,5.29,86.8,5.25,89.69,14.5,67.62,11.53
2007,3,12,44.91,77.29,1026.66,0,44.09,13.62,2.83,39.25,552.17,4700.09,1.91,149.03,2.79,149.12,7.62,208.08,4.05
2007,3,13,50.88,77.58,1026.96,0,36.12,8.08,14.62,24.38,565.05,4675.17,1.81,222.72,2.82,226.09,5.14,297.42,2.23
2007,3,14,51.06,80.83,1029.76,0,37.91,0.58,0,37.79,467.23,4417.96,4.09,81.27,4.8,51.87,9.23,64.19,7.93
2007,3,15,52.42,80.17,1027.25,0,51.29,0,0,51.29,389.23,4013.9,1.89,121.4,2.06,153.32,8.75,128.78,5.86
2007,3,16,54,76.62,1024.19,0,65.71,0.17,0,65.71,218.35,4173.21,1.96,256.64,2.84,285.8,4.5,321.6,3.39
2007,3,17,51.67,72.71,1024.85,0,97.08,21.08,17.17,97.08,40.85,3989.87,8.65,275.56,10.94,281.61,18.87,276.61,12.41
2007,3,18,48.28,84.42,1013.73,5.7,96.88,27.96,38.17,96.88,44.04,2226.78,13.96,248.1,18.59,248.69,38.17,257.36,22.98
2007,3,19,40.17,82.5,995.32,6.7,92.04,20.88,81.08,78.83,38.86,2339.81,14.22,265.23,18.99,266.88,28.16,270.25,20.7
2007,3,20,38.85,74.12,997.86,0.4,97.5,41.42,80,58.38,0,2634.4,7.9,250.99,9.63,312.31,13.23,317.77,12.83
2007,3,21,38.86,75.71,1005.73,1.3,71.75,2.58,17.5,71.75,282,2198.3,6.59,314.3,8.2,310.75,10.63,322.95,10.39
2007,3,22,37.5,89.29,1011.74,13.1,88.46,68.17,75,88.38,0,2225.89,12.17,265.52,13.02,269.23,23.16,286.74,14.01
2007,3,23,36.22,94.17,1009.47,13.2,98.21,39.08,52.25,98.21,0,2945.9,13.93,242.22,16.44,242.8,27.66,268.23,17.09
2007,3,24,41.12,83.88,1009.75,0.7,98.92,30.04,39.79,98.92,0,3212.9,1.44,187.56,1.55,208.43,3.01,286.49,2.32
2007,3,25,43.04,82,1012.93,0,58.33,0.75,12.29,53.33,400.52,4584.39,3.6,80.8,2.81,96.04,5.45,62.94,6.05
2007,3,26,47.64,80.08,1015.76,0,47.33,0.25,0.79,47.25,470.25,5170.01,2.9,78.96,2.5,89.65,3.94,65.78,4.06
2007,3,27,48.87,82.88,1015.81,0.3,56.33,0,0.96,56.29,330.23,4079.76,2.37,130.9,2.26,158.7,2.9,191.83,3.97
2007,3,28,50.16,75.58,1015.4,0.1,44.67,0,12.62,42.67,515.07,4862.96,2.39,213.94,2.61,224.43,4.3,276.01,2.87
2007,3,29,50.29,80.25,1014.36,0.3,46.83,0.79,25.96,39.96,380.16,3822.55,6.86,225.71,8.11,241.64,12.37,260.97,9.17
2007,3,30,46.54,89.04,1011.18,1.9,88.83,42.92,73.88,76.67,0,2222.33,4.62,163.07,5.92,156.37,8.79,147.7,7.12
2007,3,31,45.55,85.42,1014.63,6,66.67,13.33,58.54,66.21,299.3,4117.14,6.92,178.34,7.31,176.82,13.58,197.22,10.32
